id,pdt_url,pdt_name,pdt_categ,pdt_img,brand,Features,price,sub_categ
114,https://www.flipkart.com/dcloth-men-solid-casual-white-shirt/p/itm6da64302f2047?pid=SHTGRS6NA77QMXNU&lid=LSTSHTGRS6NA77QMXNUAISTFB&marketplace=FLIPKART&store=clo%2Fash&srno=b_1_35&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L1_view-all&fm=organic&iid=744d29a1-2fcf-4ae0-98fb-45ac63771f43.SHTGRS6NA77QMXNU.SEARCH&ppt=None&ppn=None&ssid=y1wnl5ud4w0000001692553201798,Men Regular Fit Solid Curved Collar Casual Shirt,Men Top,https://rukminim2.flixcart.com/image/832/832/xif0q/shirt/l/o/x/xl-fl-pb-13-dcloth-original-imagrs6fgdh7kgra.jpeg?q=70,dcloth,"{'Color': 'White', 'Fabric': 'Cotton Blend', 'Pattern': 'Solid', 'Net Quantity': '1'}",₹470,shirt
117,https://www.flipkart.com/blue-martin-men-solid-casual-white-shirt/p/itmdfb2cd0f72b00?pid=SHTFMSDCCQMHWMGN&lid=LSTSHTFMSDCCQMHWMGNRCKZEQ&marketplace=FLIPKART&store=clo%2Fash&srno=b_1_38&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L1_view-all&fm=organic&iid=en_2894WEKfyedhq2UsdHGIYw2Mxfo6RvCk457-f4vDKe_O46OcSpSDqkKS3PHhqIczQMtVmpPfwKCh8RdZ36alkQ%3D%3D&ppt=None&ppn=None&ssid=y1wnl5ud4w0000001692553201798,Men Regular Fit Solid Casual Shirt,Men Top,https://rukminim2.flixcart.com/image/832/832/k3q76a80/shirt/y/d/q/xxl-bm05-blue-martin-original-imafmsgd267fzucz.jpeg?q=70,BLUE MARTIN,"{'Color': 'White', 'Fabric': 'Cotton Blend', 'Pattern': 'Solid', 'Net Quantity': '1'}",₹349,shirt
120,https://www.flipkart.com/blue-martin-men-checkered-casual-white-black-dark-shirt/p/itm13dc9c6053f20?pid=SHTGM92WXNH2Q9GR&lid=LSTSHTGM92WXNH2Q9GRNIVA05&marketplace=FLIPKART&store=clo%2Fash&srno=b_2_41&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L1_view-all&fm=organic&iid=en_JApJ33P95YVeQ2Bkg2qRIjddXfXdkTi8qdtf1pOhj_WNj6tBZterBlxiycK0GTYeBA7rKQ1Ppclchh0d4521EQ%3D%3D&ppt=None&ppn=None&ssid=0kgixcd5bk0000001692553232491,Men Regular Fit Checkered Spread Collar Casual Shirt  (Pack of 2),Men Top,https://rukminim2.flixcart.com/image/832/832/xif0q/shirt/k/l/x/xl-whitecheck-blackcheck-youth-first-original-imaghy7hxgn55fqc.jpeg?q=70,BLUE MARTIN,"{'Color': 'White, Black, Dark Blue', 'Fabric': 'Cotton Blend', 'Pattern': 'Checkered', 'Net Quantity': '2'}",₹499,shirt
121,https://www.flipkart.com/blue-martin-men-checkered-casual-multicolor-shirt/p/itme5df459eab0c0?pid=SHTGM92WRHUPGYYE&lid=LSTSHTGM92WRHUPGYYEYULBON&marketplace=FLIPKART&store=clo%2Fash&srno=b_2_42&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L1_view-all&fm=organic&iid=en_JApJ33P95YVeQ2Bkg2qRIjddXfXdkTi8qdtf1pOhj_VgZqF7y2XEEsa7PnbWMqlcM9L7wGntx6WgIoRksok2lw%3D%3D&ppt=None&ppn=None&ssid=0kgixcd5bk0000001692553232491,Men Regular Fit Checkered Spread Collar Casual Shirt  (Pack of 2),Men Top,https://rukminim2.flixcart.com/image/832/832/xif0q/shirt/u/b/d/m-blackcheck-bigbluecheck-youth-first-original-imaghy7knhhqjyqn.jpeg?q=70,BLUE MARTIN,"{'Color': 'Multicolor', 'Fabric': 'Cotton Blend', 'Pattern': 'Checkered', 'Net Quantity': '2'}",₹459,shirt
124,https://www.flipkart.com/vtexx-men-checkered-casual-red-white-black-shirt/p/itmc72d2febcbda3?pid=SHTG9FZ6ZKNPUHC4&lid=LSTSHTG9FZ6ZKNPUHC4QFKXPH&marketplace=FLIPKART&store=clo%2Fash&srno=b_2_45&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L1_view-all&fm=organic&iid=822b8314-23ab-4d66-8867-9ddccc1763c8.SHTG9FZ6ZKNPUHC4.SEARCH&ppt=None&ppn=None&ssid=0kgixcd5bk0000001692553232491,Men Regular Fit Checkered Spread Collar Casual Shirt,Men Top,https://rukminim2.flixcart.com/image/832/832/xif0q/shirt/c/u/n/xl-brd-white-p-v-creations-original-imag9f3yxz7d89t4-bb.jpeg?q=70,VTEXX,"{'Color': 'Red, White, Black', 'Fabric': 'Cotton Blend', 'Pattern': 'Checkered', 'Net Quantity': '1'}",₹299,shirt
125,https://www.flipkart.com/jai-textiles-men-printed-casual-black-shirt/p/itm87292c2bfe229?pid=SHTFP3TTTCJJXTJG&lid=LSTSHTFP3TTTCJJXTJGLWVAZB&marketplace=FLIPKART&store=clo%2Fash&srno=b_2_46&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L1_view-all&fm=organic&iid=822b8314-23ab-4d66-8867-9ddccc1763c8.SHTFP3TTTCJJXTJG.SEARCH&ppt=None&ppn=None&ssid=0kgixcd5bk0000001692553232491,Men Slim Fit Printed Spread Collar Casual Shirt,Men Top,https://rukminim2.flixcart.com/image/832/832/xif0q/shirt/g/9/p/s-black-5-jai-textiles-original-imag42m5hcfue7np-bb.jpeg?q=70,Jai Textiles,"{'Color': 'Black', 'Fabric': 'Pure Cotton', 'Pattern': 'Printed', 'Net Quantity': '1'}",₹399,shirt
127,https://www.flipkart.com/blue-martin-men-checkered-casual-multicolor-shirt/p/itm65bafc35da6cf?pid=SHTGM92WYPYVZD3V&lid=LSTSHTGM92WYPYVZD3VYMLJT7&marketplace=FLIPKART&store=clo%2Fash&srno=b_2_48&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L1_view-all&fm=organic&iid=en_JApJ33P95YVeQ2Bkg2qRIjddXfXdkTi8qdtf1pOhj_X44lkjCLLc3-WZ06HrXbhga4jRLLwpCq_-DeFzr-EHdg%3D%3D&ppt=None&ppn=None&ssid=0kgixcd5bk0000001692553232491,Men Regular Fit Checkered Spread Collar Casual Shirt  (Pack of 2),Men Top,https://rukminim2.flixcart.com/image/832/832/xif0q/shirt/9/o/h/xl-whitecheck-sbcheck-youth-first-original-imaghy7k8yhyphhn.jpeg?q=70,BLUE MARTIN,"{'Color': 'Multicolor', 'Fabric': 'Cotton Blend', 'Pattern': 'Checkered', 'Net Quantity': '2'}",₹498,shirt
130,https://www.flipkart.com/stoneberg-men-solid-formal-grey-shirt/p/itmb114af1143ed6?pid=SHTGHGHQMKU6WAQH&lid=LSTSHTGHGHQMKU6WAQHW5FPRL&marketplace=FLIPKART&store=clo%2Fash&srno=b_2_51&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L1_view-all&fm=organic&iid=en_JApJ33P95YVeQ2Bkg2qRIjddXfXdkTi8qdtf1pOhj_VhbYd6dIzQ4n-ivZ2HvRGwx3zXI-4xUu5CTMbsPABFpA%3D%3D&ppt=None&ppn=None&ssid=0kgixcd5bk0000001692553232491,Men Slim Fit Solid Spread Collar Formal Shirt,Men Top,https://rukminim2.flixcart.com/image/832/832/xif0q/shirt/z/3/7/xl-r-dark-grey-stoneberg-original-imaghghn2vcf5euv.jpeg?q=70,STONEBERG,"{'Color': 'Grey', 'Fabric': 'Cotton Blend', 'Pattern': 'Solid', 'Net Quantity': '1'}",₹419,shirt
131,https://www.flipkart.com/vtexx-men-solid-casual-red-shirt/p/itm5cc232921bf13?pid=SHTFXCT8VDHMXYV5&lid=LSTSHTFXCT8VDHMXYV5CRMJYU&marketplace=FLIPKART&store=clo%2Fash&srno=b_2_52&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L1_view-all&fm=organic&iid=en_JApJ33P95YVeQ2Bkg2qRIjddXfXdkTi8qdtf1pOhj_XYAfkWF85Py8WCFFPW60wt8WklLEgKQlD2T_qRC1S8ww%3D%3D&ppt=None&ppn=None&ssid=0kgixcd5bk0000001692553232491,Men Regular Fit Solid Spread Collar Casual Shirt,Men Top,https://rukminim2.flixcart.com/image/832/832/xif0q/shirt/r/r/b/l-db-red-vtexx-original-imagg9w7xs4h7hcz.jpeg?q=70,VTEXX,"{'Color': 'Red', 'Fabric': 'Cotton Blend', 'Pattern': 'Solid', 'Net Quantity': '1'}",₹299,shirt
133,https://www.flipkart.com/vebnor-men-printed-casual-grey-shirt/p/itm87ecd32fef814?pid=SHTGMTFJVYQ7MZGT&lid=LSTSHTGMTFJVYQ7MZGTUMFDTP&marketplace=FLIPKART&store=clo%2Fash&srno=b_2_54&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L1_view-all&fm=organic&iid=822b8314-23ab-4d66-8867-9ddccc1763c8.SHTGMTFJVYQ7MZGT.SEARCH&ppt=None&ppn=None&ssid=0kgixcd5bk0000001692553232491,Men Regular Fit Printed Spread Collar Casual Shirt,Men Top,https://rukminim2.flixcart.com/image/832/832/xif0q/shirt/z/m/y/m-st10-vebnor-original-imagzdthsr7a9h9y.jpeg?q=70,VeBNoR,"{'Color': 'Grey', 'Fabric': 'Lycra Blend', 'Pattern': 'Printed', 'Net Quantity': '1'}",₹289,shirt
135,https://www.flipkart.com/u-turn-men-striped-casual-light-green-white-shirt/p/itm8d24d935a063b?pid=SHTGN54ZCH5GZKHU&lid=LSTSHTGN54ZCH5GZKHUK71DUG&marketplace=FLIPKART&store=clo%2Fash&srno=b_2_56&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L1_view-all&fm=organic&iid=822b8314-23ab-4d66-8867-9ddccc1763c8.SHTGN54ZCH5GZKHU.SEARCH&ppt=None&ppn=None&ssid=0kgixcd5bk0000001692553232491,Men Slim Fit Striped Spread Collar Casual Shirt,Men Top,https://rukminim2.flixcart.com/image/832/832/xif0q/shirt/r/9/n/xxl-patta-14-jai-textiles-original-imagn2fzpawqukgq.jpeg?q=70,U TURN,"{'Color': 'Light Green, White', 'Fabric': 'Cotton Blend', 'Pattern': 'Striped', 'Net Quantity': '1'}",₹399,shirt
136,https://www.flipkart.com/fibermill-men-solid-formal-grey-shirt/p/itm5297ccc042b53?pid=SHTGBXYVPFPUCFG3&lid=LSTSHTGBXYVPFPUCFG3E0EVUQ&marketplace=FLIPKART&store=clo%2Fash&srno=b_2_57&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L1_view-all&fm=organic&iid=en_JApJ33P95YVeQ2Bkg2qRIjddXfXdkTi8qdtf1pOhj_XKqF5jeYs4lKdKxQOd0rdLKOYQCyj4Sx4HXyLJiwURCw%3D%3D&ppt=None&ppn=None&ssid=0kgixcd5bk0000001692553232491,Men Regular Fit Solid Spread Collar Formal Shirt,Men Top,https://rukminim2.flixcart.com/image/832/832/l02r1jk0/shirt/k/k/d/l-fbrml-r-fibermill-original-imagbxyuth2kzhhm.jpeg?q=70,FIBERMILL,"{'Color': 'Grey', 'Fabric': 'Cotton Blend', 'Pattern': 'Solid', 'Net Quantity': '1'}",₹389,shirt
137,https://www.flipkart.com/blue-martin-men-checkered-casual-multicolor-shirt/p/itm7a0b6d4b74c0d?pid=SHTGM92WQUEHHN8V&lid=LSTSHTGM92WQUEHHN8VTJYCRF&marketplace=FLIPKART&store=clo%2Fash&srno=b_2_58&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L1_view-all&fm=organic&iid=en_JApJ33P95YVeQ2Bkg2qRIjddXfXdkTi8qdtf1pOhj_U5El8H4Q0WzQ7VUhHUQn1PEWTc5bqf7Yjn5q-ZOpTifw%3D%3D&ppt=None&ppn=None&ssid=0kgixcd5bk0000001692553232491,Men Regular Fit Checkered Spread Collar Casual Shirt  (Pack of 2),Men Top,https://rukminim2.flixcart.com/image/832/832/xif0q/shirt/t/b/a/l-sbblackcheck-youth-first-original-imaghy7hwczvcxyz.jpeg?q=70,BLUE MARTIN,"{'Color': 'Multicolor', 'Fabric': 'Cotton Blend', 'Pattern': 'Checkered', 'Net Quantity': '2'}",₹459,shirt
142,https://www.flipkart.com/vebnor-men-printed-casual-black-shirt/p/itm0f2aa6f5d945e?pid=SHTGNEDYNZ7VSPGW&lid=LSTSHTGNEDYNZ7VSPGWUBUHI7&marketplace=FLIPKART&store=clo%2Fash&spotlightTagId=BestsellerId_clo%2Fash&srno=b_2_63&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L1_view-all&fm=organic&iid=822b8314-23ab-4d66-8867-9ddccc1763c8.SHTGNEDYNZ7VSPGW.SEARCH&ppt=None&ppn=None&ssid=0kgixcd5bk0000001692553232491,Men Regular Fit Printed Spread Collar Casual Shirt,Men Top,https://rukminim2.flixcart.com/image/832/832/xif0q/shirt/c/o/e/s-st10-vebnor-original-imagzdsu8hkehz8f.jpeg?q=70,VeBNoR,"{'Color': 'Black', 'Fabric': 'Lycra Blend', 'Pattern': 'Printed', 'Net Quantity': '1'}",₹289,shirt
143,https://www.flipkart.com/vebnor-men-solid-casual-blue-shirt/p/itmcb53ae0d7c7bd?pid=SHTFVC7HBFUCFBCU&lid=LSTSHTFVC7HBFUCFBCUFGNY5I&marketplace=FLIPKART&store=clo%2Fash&srno=b_2_64&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L1_view-all&fm=organic&iid=822b8314-23ab-4d66-8867-9ddccc1763c8.SHTFVC7HBFUCFBCU.SEARCH&ppt=None&ppn=None&ssid=0kgixcd5bk0000001692553232491,Men Regular Fit Solid Mandarin Collar Casual Shirt,Men Top,https://rukminim2.flixcart.com/image/832/832/xif0q/shirt/y/v/h/s-st1-vebnor-original-imagn6brf89yqbqy.jpeg?q=70,VeBNoR,"{'Color': 'Blue', 'Fabric': 'Cotton Blend', 'Pattern': 'Solid', 'Net Quantity': '1'}",₹379,shirt
145,https://www.flipkart.com/u-turn-men-striped-casual-light-blue-shirt/p/itmf2f82decbd33b?pid=SHTGHATTARGZMAHG&lid=LSTSHTGHATTARGZMAHGGEKQVY&marketplace=FLIPKART&store=clo%2Fash&srno=b_2_66&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L1_view-all&fm=organic&iid=822b8314-23ab-4d66-8867-9ddccc1763c8.SHTGHATTARGZMAHG.SEARCH&ppt=None&ppn=None&ssid=0kgixcd5bk0000001692553232491,Men Slim Fit Striped Spread Collar Casual Shirt,Men Top,https://rukminim2.flixcart.com/image/832/832/xif0q/shirt/v/m/3/xl-patta-13-jai-textiles-original-imagn2fzfgzwhjzy.jpeg?q=70,U TURN,"{'Color': 'Light Blue', 'Fabric': 'Cotton Blend', 'Pattern': 'Striped', 'Net Quantity': '1'}",₹399,shirt
146,https://www.flipkart.com/fibermill-men-solid-formal-maroon-shirt/p/itmfaaf6e0a8b316?pid=SHTGBXYVUYTMSWRX&lid=LSTSHTGBXYVUYTMSWRXR6LTWH&marketplace=FLIPKART&store=clo%2Fash&srno=b_2_67&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L1_view-all&fm=organic&iid=en_JApJ33P95YVeQ2Bkg2qRIjddXfXdkTi8qdtf1pOhj_W6Lx7MjLDKqdkBFgp74U0Se2dtJQqQNawfdotwj62ezA%3D%3D&ppt=None&ppn=None&ssid=0kgixcd5bk0000001692553232491,Men Regular Fit Solid Spread Collar Formal Shirt,Men Top,https://rukminim2.flixcart.com/image/832/832/l02r1jk0/shirt/f/d/3/xxl-fbrml-r-fibermill-original-imagbxyuucvqrv6y.jpeg?q=70,FIBERMILL,"{'Color': 'Maroon', 'Fabric': 'Cotton Blend', 'Pattern': 'Solid', 'Net Quantity': '1'}",₹389,shirt
149,https://www.flipkart.com/vebnor-men-printed-casual-grey-shirt/p/itm01db02e310023?pid=SHTGRWE3GFZKUZNN&lid=LSTSHTGRWE3GFZKUZNN6ZHAY3&marketplace=FLIPKART&store=clo%2Fash&srno=b_2_70&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L1_view-all&fm=organic&iid=822b8314-23ab-4d66-8867-9ddccc1763c8.SHTGRWE3GFZKUZNN.SEARCH&ppt=None&ppn=None&ssid=0kgixcd5bk0000001692553232491,Men Regular Fit Printed Spread Collar Casual Shirt,Men Top,https://rukminim2.flixcart.com/image/832/832/xif0q/shirt/j/x/n/l-st10-vebnor-original-imagsfc2mvgkkrsn.jpeg?q=70,VeBNoR,"{'Color': 'Grey', 'Fabric': 'Lycra Blend', 'Pattern': 'Printed', 'Net Quantity': '1'}",₹289,shirt
150,https://www.flipkart.com/fibermill-men-solid-formal-white-shirt/p/itm092a20cee3211?pid=SHTGBXYVNDP5KJJ4&lid=LSTSHTGBXYVNDP5KJJ4XIN1MQ&marketplace=FLIPKART&store=clo%2Fash&srno=b_2_71&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L1_view-all&fm=organic&iid=en_JApJ33P95YVeQ2Bkg2qRIjddXfXdkTi8qdtf1pOhj_UswcjoHYcS1-Ch8ZVhpmTtCP9UHF53u_KrD-hUmrPvtA%3D%3D&ppt=None&ppn=None&ssid=0kgixcd5bk0000001692553232491,Men Regular Fit Solid Spread Collar Formal Shirt,Men Top,https://rukminim2.flixcart.com/image/832/832/l02r1jk0/shirt/3/f/g/l-fbrml-r-fibermill-original-imagbxyujjfqtkyj.jpeg?q=70,FIBERMILL,"{'Color': 'White', 'Fabric': 'Cotton Blend', 'Pattern': 'Solid', 'Net Quantity': '1'}",₹389,shirt
151,https://www.flipkart.com/stoneberg-men-solid-formal-brown-shirt/p/itmb61e9a7abc848?pid=SHTGHJMVPQWHZUVF&lid=LSTSHTGHJMVPQWHZUVFEAQVJN&marketplace=FLIPKART&store=clo%2Fash&srno=b_2_72&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L1_view-all&fm=organic&iid=en_JApJ33P95YVeQ2Bkg2qRIjddXfXdkTi8qdtf1pOhj_W8WjvhKRsw8-7N2f_PaVb_HR4sfMXvoGmXHSaRpy1-2Q%3D%3D&ppt=None&ppn=None&ssid=0kgixcd5bk0000001692553232491,Men Slim Fit Solid Spread Collar Formal Shirt,Men Top,https://rukminim2.flixcart.com/image/832/832/xif0q/shirt/0/6/i/s-r-stbrg-stoneberg-original-imaghjmugx48gvt6.jpeg?q=70,STONEBERG,"{'Color': 'Brown', 'Fabric': 'Cotton Blend', 'Pattern': 'Solid', 'Net Quantity': '1'}",₹420,shirt
153,https://www.flipkart.com/vebnor-men-printed-casual-blue-shirt/p/itm8c0286244db2e?pid=SHTGJMJFDGMKEFDW&lid=LSTSHTGJMJFDGMKEFDWMHECOU&marketplace=FLIPKART&store=clo%2Fash&srno=b_2_74&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L1_view-all&fm=organic&iid=822b8314-23ab-4d66-8867-9ddccc1763c8.SHTGJMJFDGMKEFDW.SEARCH&ppt=None&ppn=None&ssid=0kgixcd5bk0000001692553232491,Men Regular Fit Printed Spread Collar Casual Shirt,Men Top,https://rukminim2.flixcart.com/image/832/832/xif0q/shirt/w/c/m/s-st10-vebnor-original-imagz725yvaftugc.jpeg?q=70,VeBNoR,"{'Color': 'Blue', 'Fabric': 'Lycra Blend', 'Pattern': 'Printed', 'Net Quantity': '1'}",₹289,shirt
154,https://www.flipkart.com/vebnor-men-solid-casual-light-blue-shirt/p/itmad08ea4e564bb?pid=SHTGH62TQJPXHGHE&lid=LSTSHTGH62TQJPXHGHEQUOHQ4&marketplace=FLIPKART&store=clo%2Fash&srno=b_2_75&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L1_view-all&fm=organic&iid=822b8314-23ab-4d66-8867-9ddccc1763c8.SHTGH62TQJPXHGHE.SEARCH&ppt=None&ppn=None&ssid=0kgixcd5bk0000001692553232491,Men Regular Fit Solid Spread Collar Casual Shirt,Men Top,https://rukminim2.flixcart.com/image/832/832/xif0q/shirt/l/k/5/l-st23-vebnor-original-imagmg5bfdncunyb.jpeg?q=70,VeBNoR,"{'Color': 'Light Blue', 'Fabric': 'Polyester', 'Pattern': 'Solid', 'Net Quantity': '1'}",₹294,shirt
157,https://www.flipkart.com/being-human-men-solid-casual-khaki-shirt/p/itmcc8e4dbdfaae9?pid=SHTGPB9DF9AGTWBZ&lid=LSTSHTGPB9DF9AGTWBZUZG7WQ&marketplace=FLIPKART&store=clo%2Fash&srno=b_2_78&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L1_view-all&fm=organic&iid=en_JApJ33P95YVeQ2Bkg2qRIjddXfXdkTi8qdtf1pOhj_VF7Zje7zr16sni041SZa76DRNoAbG29NdHwkYNwnz0FA%3D%3D&ppt=None&ppn=None&ssid=0kgixcd5bk0000001692553232491,Men Slim Fit Solid Spread Collar Casual Shirt,Men Top,https://rukminim2.flixcart.com/image/832/832/xif0q/shirt/w/l/j/3xl-bhlsp23102-camel-being-human-original-imagpb9dhpnxg8rd.jpeg?q=70,BEING HUMAN,"{'Color': 'Khaki', 'Fabric': 'Cotton Blend', 'Pattern': 'Solid', 'Net Quantity': '1'}",₹839,shirt
158,https://www.flipkart.com/surhi-men-checkered-casual-black-grey-shirt/p/itm6481a4b286b32?pid=SHTGAHR4VH6KNZAK&lid=LSTSHTGAHR4VH6KNZAKUCB0FG&marketplace=FLIPKART&store=clo%2Fash&srno=b_2_79&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L1_view-all&fm=organic&iid=822b8314-23ab-4d66-8867-9ddccc1763c8.SHTGAHR4VH6KNZAK.SEARCH&ppt=None&ppn=None&ssid=0kgixcd5bk0000001692553232491,Men Regular Fit Checkered Spread Collar Casual Shirt,Men Top,https://rukminim2.flixcart.com/image/832/832/l2z26q80/shirt/o/9/6/l-pk19sh786g-surhi-original-image77wbdnzwzkb.jpeg?q=70,Surhi,"{'Color': 'Black, Grey', 'Fabric': 'Cotton Blend', 'Pattern': 'Checkered', 'Net Quantity': '1'}",₹299,shirt
160,https://www.flipkart.com/blue-martin-men-checkered-casual-white-black-dark-shirt/p/itm13dc9c6053f20?pid=SHTGM92WXNH2Q9GR&lid=LSTSHTGM92WXNH2Q9GRNIVA05&marketplace=FLIPKART&store=clo%2Fash&srno=b_1_1&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L1_view-all&fm=organic&iid=en_LMJKI_M4780WgNjYVLBDN9tq4sh0soj5rGiRIiPwWWT4wqUxCvB8VMta_JKC_XslBA7rKQ1Ppclchh0d4521EQ%3D%3D&ppt=None&ppn=None&ssid=a8hziaesgg0000001692553262644,Men Regular Fit Checkered Spread Collar Casual Shirt  (Pack of 2),Men Top,https://rukminim2.flixcart.com/image/832/832/xif0q/shirt/k/l/x/xl-whitecheck-blackcheck-youth-first-original-imaghy7hxgn55fqc.jpeg?q=70,BLUE MARTIN,"{'Color': 'White, Black, Dark Blue', 'Fabric': 'Cotton Blend', 'Pattern': 'Checkered', 'Net Quantity': '2'}",₹499,shirt
161,https://www.flipkart.com/blue-martin-men-checkered-casual-multicolor-shirt/p/itme5df459eab0c0?pid=SHTGM92WRHUPGYYE&lid=LSTSHTGM92WRHUPGYYEYULBON&marketplace=FLIPKART&store=clo%2Fash&srno=b_1_2&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L1_view-all&fm=organic&iid=en_LMJKI_M4780WgNjYVLBDN9tq4sh0soj5rGiRIiPwWWTd7ZoaP553ip53Ldwh3kCdM9L7wGntx6WgIoRksok2lw%3D%3D&ppt=None&ppn=None&ssid=a8hziaesgg0000001692553262644,Men Regular Fit Checkered Spread Collar Casual Shirt  (Pack of 2),Men Top,https://rukminim2.flixcart.com/image/832/832/xif0q/shirt/u/b/d/m-blackcheck-bigbluecheck-youth-first-original-imaghy7knhhqjyqn.jpeg?q=70,BLUE MARTIN,"{'Color': 'Multicolor', 'Fabric': 'Cotton Blend', 'Pattern': 'Checkered', 'Net Quantity': '2'}",₹459,shirt
164,https://www.flipkart.com/surhi-men-checkered-casual-grey-shirt/p/itm0f168b89ba37a?pid=SHTFT97HQAMTKYJE&lid=LSTSHTFT97HQAMTKYJE32E0KC&marketplace=FLIPKART&store=clo%2Fash&spotlightTagId=BestsellerId_clo%2Fash&srno=b_1_5&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L1_view-all&fm=organic&iid=1b40cb35-8b01-408b-b9af-cadee0ee9d46.SHTFT97HQAMTKYJE.SEARCH&ppt=None&ppn=None&ssid=a8hziaesgg0000001692553262644,Men Slim Fit Checkered Spread Collar Casual Shirt,Men Top,https://rukminim2.flixcart.com/image/832/832/xif0q/shirt/o/p/0/5xl-pk19sh09g-surhi-original-imaft8vgvhmhbhsy.jpeg?q=70,Surhi,"{'Color': 'Grey', 'Fabric': 'Pure Cotton', 'Pattern': 'Checkered', 'Net Quantity': '1'}",₹499,shirt
166,https://www.flipkart.com/pptoss-men-printed-casual-black-shirt/p/itm96e43e4886200?pid=SHTGRPUFWXBPAGHK&lid=LSTSHTGRPUFWXBPAGHKAWIRCS&marketplace=FLIPKART&store=clo%2Fash&srno=b_1_7&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L1_view-all&fm=organic&iid=1b40cb35-8b01-408b-b9af-cadee0ee9d46.SHTGRPUFWXBPAGHK.SEARCH&ppt=None&ppn=None&ssid=a8hziaesgg0000001692553262644,Men Regular Fit Printed Curved Collar Casual Shirt,Men Top,https://rukminim2.flixcart.com/image/832/832/xif0q/shirt/x/4/d/xl-ms-boho-pptoss-original-imagrpu66nszt67r.jpeg?q=70,PPTOSS,"{'Color': 'Black', 'Fabric': 'Polycotton', 'Pattern': 'Printed', 'Net Quantity': '1'}",₹399,shirt
